Text,Actual,Predicted
Agus: Putusan DKPP ini meski produk etik bisa digunakan untuk pembatalan terhadap (pencalonan) Gibran. Agus mengatakan putusan DKPP memang hanya berdampak langsung terhadap penyelenggara pemilu bukan dari Gibran.,positive,positive
Gibran di debat kedua gak lebih baik dari Prof Mahfud ternyata ,positive,positive
Gmn kalo manfaatin gym hybe xixi,neutral,neutral
@AbyQasim @SamiUsamah Presiden jaman modern itu ya kayak Anies ini dan mereka haus punya pemimpin spt itu. Jujur saja kalo Prabowo itu model presiden usang presiden2 jamannya tahun 80-an,positive,positive
Gibran tampak berdiri lalu meminta salah satu bendera relawan berlogo Projo Sumatera Utara berwarna putih. Setelah itu Gibran pun mengibarkan bendera tersebut. #Projo #Jokowi #Gibran #Prabowo #PrabowoGibran https://t.co/lfV4B5Cfoc,negative,negative
Ternyata Efeknya sangat kena Daleem bgt. ( keterlaluan ini .mas anies....) ...wk...wk...wk....,positive,positive
Pak Ganjar Paling Tegas dlm menyampaikan gagasan https://t.co/sxOiJTevZa,positive,positive
Kondisi Anies Baswedan Rombongan Mobil Pengawal Sang Capres Kecelakaan saat ke Aceh https://t.co/FJxYvpY640 via @tribunmedan,negative,negative
Jangan terlalu berharap dan terlalu bersandar pada manusia. Berharap saja kepada Allah yang sudah pasti tahu mana yang baik dan mana yang tidak untuk kita. ,positive,positive
Pesan Jubir TimNas AMIN @aniesbaswedan @cakimiNOW dari Banjarnegara Jawa Tengah pagi ini Gerakan Rakyat Indonesia adil dan makmur untuk semua https://t.co/gf4kQwuYsC,positive,positive
@bengkeldodo Benar2 memukau melihat PakbowoIkut MaunyaKita menjelaskan tentang pemerintahan. Tiap penjelasannya sangat lugas dan terkait dgn hukum. #PrabowoPalingTulus MasbowoGibran GakRetorika https://t.co/KGAHNOCrJY,positive,positive
Cak Imin dan Mahfud MD Kompak Sebut Gibran Bukan Lawan yang Berat di Debat Cawapres Nanti Begini Kata Mereka ... https://t.co/7ONus3wv29,neutral,neutral
emg paling bener anis nih debatnya ama ahok sih,positive,positive
Ada yang lebih norak daripada norak adalah yang fanatik capres sampai memusuhi teman dan saudaranya hanya karena perbedaan sudut pandang politik padahal toh nanti kalo sedang butuh mau pinjam 100 juga larinya ke temen ke saudara bukan ke anis bukan ke ganjar bukan keprabowo,negative,negative
Momen pak ganjar mempaparkan misi dan visi @ganjarpranowo #TOPGANSATS3T #GanjarMahfud2024 #GanjarMahfudM3nangDebat https://t.co/Ezk9VWCNSU,positive,positive
Gibran Mainkan Politik Keibaan Kapasitas Gibran dalam menyampaikan gagasan juga minim apalagi berkaitan dg misi visi. Minimnya ini juga sangat vu**ar salah satu contoh saja dalam beberapa statement Gibran menyatakan hal yg keliru itu bukan sesuatu kita anggap sebagai https://t.co/5XxI5sR3X4,negative,negative
Pesan Ganjar-Mahfud simpel tapi bermakna besar: bersama geser ke TPS coblos Ganjar-Mahfud. Ganjar Pranowo karena kamu berhak mendapatkan yang terbaik @L00Laaaaaa #GanjarMahfud2024 #DuluJokowiSekarangGanjar #Coblos3 https://t.co/Eeqp52Nd8u,positive,positive
@_P0c1_1mOeTWibu @Ichwanhaniff @__AnakKolong @anneserlo @AntoniusCDN @dayatpiliang @Dennysiregar7 @islah_bahrawi @mikuroQ @Ganjar_Mahfud03 @ENJEULL @caesar_emil Maaf guys titip preloved pribadi Bisa shopee. Terima Kasih https://t.co/cZ9MekTQTL,positive,positive
Gemeter banget pas nyampe sini ada perasaan takut gabisa liat ternyata ka'bah emang semegah itu guysss Aku doain semoga pada bisa berkunjung kesini jugaa https://t.co/lo1eOAPgOW,positive,positive
Selamat pagi gaess Gibran mempunyai hak untuk menentukan langkah politiknya sendiri. Jadi tidak boleh baper dan marah-marah seperti ini jika Gibran menolak pinangan siipeh menjadi cawapresnya. Nyesek dikit mah wajarlah #LoginPrabowoGibran #TumbangkanRedBull https://t.co/aeKmKAfUyV,positive,positive
Silahkan lihat paparan Anies ke Jakarta Post mengenai JakLingko. Hal-hal semacam ini bisa dihindari apabila caranya tepat,neutral,neutral
@CNNIndonesia Politik uang itu beri bantuan Rp dulu baru terima bantuan.. Sorry yooo.. ,positive,positive
Kalau gini sih jadi semangat milih AMIN ️ #amin #desa #kota #urban #fypシ #AniesMuhaimin2024 #AminMenang1Putaran #CoblosNo1 https://t.co/TsFylk8DrQ,positive,positive
Lebih dari 3.000 Personel Gabungan Kawal Kegiatan Kampanye Akbar Prabowo-Gibran di GBK https://t.co/whS4WJHWz7,neutral,neutral
Kok temen-temen kos gue gamau pilih anis ya? Bingung,negative,negative
@undipmenfess Sepengetahuanku mk gaboleh ngubah uu. Harus dpr. Nah kemarin prosesnya blm ke dpr tp gibran udh bisa nyalon,positive,positive
@Heraloebss Kalo pak anis sama siapa itu cawapresnya bilang bawa bawa jatim (nu) berada di pihaknya kayaknya cuma ngarang doang deh.. Aku keluarga ku dan tetanggaku ga ada tuh yang kenal dia.,positive,positive
@zy_zy_its_me @Dy_NPR Trus maksud lu Anies ga blh ngapa ngapain gitu kl Prabowo lagi ngapa ngapain Enak aja lu melarang hak hidup seseorang Siapa elu Siapa Prabowo Pake ngatur² kehidupan orang lain Udah deh ga usah sok bermoral Semua punya hak untuk dicalonkan Semua punya hak untuk mencalonkan Paham!!,positive,positive
PRABOWO DISURUH NGOMONGIN HAM JAWABANNYA MILITERISASI BANGSATTTTT,negative,negative
Ternyata pendukung anies - cak mimin lebih banyak bot pake bot.... pake bot.... https://t.co/HL8HxYcT5y,positive,positive
Sejak 2014 hingga sekarang setiap selesai debat yang saya pikirin dari pihak Prabowo adalah buzzernya. Termasuk pendukung Jokowi yg dulu ikut ngetawain Prabowo di setiap debat Pilpres sekarang harus muja-muji karena diwajibkan menjilat oleh Kakak Pembinanya . Tiap debat dari,negative,negative
Ragam Persiapan Gibran Rakabuming Raka Jelang Debat Cawapres https://t.co/khcXdHn2CK,positive,positive
teman-teman saudaraku sekalian yang ikut jadi pejuang perubahan di JIS have fun yaa!! stay safe salam untuk Pak Anies Cak Imin dan pastinya timnas AMIN beritahu mereka kalau mereka sudah bekerja keras dan kita bangga. maap ane mantau dari temlen aja sobat encok enih,positive,positive
RUMAH SAKIT JIWA ISINYA SOLOMON SEMUA https://t.co/rnnRVDnOM9,negative,negative
Yg Berdiri ditengah adalah kakek Anies Rasyid Baswedan PRESIDEN 2024... https://t.co/PX5TrVhT0g,positive,positive
Inilah cara kerja Anies Makanya rakyat perlu pilih Presiden yang cerdas. Untuk kesejahteraan dan keadilan dan mencerdaskan bangsa. https://t.co/0vikIztc30,positive,positive
gibran??? for real???,positive,positive
mas mas tj mirip mas gibran,positive,positive
AniesImin pengkhianat PrabowoGibran tak punya etika GanjarMahfud Bijaksana Pilihan yg sangat mudah untuk dipilih bagi kita yang masih punya akal sehat dan nurani. Prabowo kembali ke setingan pabrik ini buktinya sappo Gemoy ndasmu https://t.co/QXwXNsCQk9,positive,positive
Syukur je la kena siku. Ada orang mongolia tu sampai mati kena bom C4 dengan geng sama,positive,positive
 COWO DENGAN GELAR GABOLEH PUNYA PASANGAN CEWE YANG TANPA GELAR? KENAPA?? SESULIT ITUKAH JADI CEWE YANG GA KULIAH??,positive,positive
Betul kita2 yg cerdas memilih BARENGMas B0W0GBran berdasarkan bukti kinerja serta strateginya mengatasi tantangan dunia. @prabowo @prabowogibran02 #KamuKITA02BIRUinGbk SABTUBIru PESTARAkyat,negative,negative
Anis creambath rambutnya wangi bgtttt. Kamu ga mau dusel pala akuu,positive,positive
Yg pakai peci hitam mirip mantan Gubernur Wakanda lihai memproduksi kata-kata. Tp mudah lupa. Ya gak sih @panca66 https://t.co/WaiduC4Wrg,positive,positive
Prabowo: Pak Jokowi Pekerja Keras Saya Kewalahan Ikut Beliau Padahal Mantan Kopassus https://t.co/MXitQFXtIl,negative,negative
Ya Allah Ya Rabb Jadikanlah Pa Anies Baswedan Menjadi Presiden terpilih pada tgl 14 Februari 2024... Ya Allah... kini saatnya Indonesia dipimpin oleh pemimpin yg Insyaa Allah akan adil dan bijaksana jujur dan Amanah.... Aamiin. #AMINkanIndonesia #AMINajadulu https://t.co/sJPXqM25tF,positive,positive
@Kemhan_RI @prabowo @Unhan_RI @Poltek_UnhanRI Akun lembaga negara dipakai untuk mempersonifikasi atasannya yg sdg ikut di Pilpres 2024. Program beasiswa kan memang akarnya dari amanat UUD 1945. Bukan krn prestasi orang per orang di jajaran elit pimpinannya. Semua dari APBN.,negative,negative
Kasus korupsi 8trilyun Johnny Piring itu yang buat om bewok antipati terhadap Jokowi dan dukung Anies.,positive,positive
Prabowo Minta Teladani Jasa Tokoh Terdahulu Saat HUT Gerindra di Bali https://t.co/lI2gJvanWI,positive,positive
Diliat liat aku picky eater bgt huhu https://t.co/fo8tuEa3hT,positive,positive
SALAM M3TAL dari Bumi Blambangan Banyuwangi Puluhan ribu rakyat dari berbagai daerah di Jawa Timur ikut menyemarakkan Hajatan Rakyat. Meski sempat diguyur hujan lebat mereka bersemangat menitipkan harapan-harapannya di pundak Mas Ganjar &amp; Prof. Mahfud. https://t.co/qz4ZCzZRoL,positive,positive
Lengkap ya ada cak imin ada amien rais ,positive,positive
Fren saatnya kita2 nih siapin untuk kegiatan dukung PAKBowoGBRan PilihanPASTI terbesar di GBK! undang genk mu ikutan ya guys. @prabowo @prabowogibran02 #10FebKITABiruinGBK YukSIAPIN KAOSGemoynya https://t.co/EU69RENgBq,positive,positive
pilih mama ‍ muda biar janda ‍‍ tidak masalah pilih mama ‍ muda biar janda ‍‍ tidak masalah pilih mama ‍ muda biar janda ‍‍ tidak masalah pilih mama ‍ muda biar janda ‍‍ tidak masalah pilih mama ‍ muda biar https://t.co/eCnOVowrS4,negative,negative
Pesan penutup debat Ganjar Tegas Lugas Berkelas #GanjarMahfud2024 https://t.co/tMMlWA3IQz,positive,positive
Anies Probowo Ganjar Indonesia forever. Penyebab polusi Jakarta transportasi 44% Industri Energi 31% Perumahan 14% manufaktur 10%. setidaknya ada 8 PLTU radius 100km dr Jakarta. https://t.co/aYzoAgpuSa,positive,positive
@Arie_Kriting Ganjar Pranowo menegaskan pemerintah tidak perlu takut dengan kebebasan berekpresi khususnya dari para seniman #GanjarMahfud2024 https://t.co/OMgXlcwEUZ,positive,positive
Horas! Majuah-juah! Ahoi! Luar biasa semangat masyarakat Sumatera Utara yang hadir di Stadion Baharoeddin Siregar untuk mendukung Prabowo-Gibran menjadi Presiden dan Wakil Presiden Indonesia! Prabowo-Gibran punya komitmen untuk meneruskan program-program yang sudah dijalankan https://t.co/VfSzkMPy1Q,positive,positive
@meinmokhtar Aku nurse belajar diploma otw degree masak pandai kereta boleh drive hantaran kumpul sendiri tapi x de partner tak logik kan?️,positive,positive
Kemeriahan Suasana Majlis Khatam Al-Quran Mohd Uwais-Anis Sofea Kelas Mengaji Ustazah Zuhriah Mohd Juoi. Syukur Alhamdulillah. https://t.co/pyIVVm43ZP,positive,positive
Kredibel dan terpercaya https://t.co/uiDYdFR9Va,positive,positive
@andre_rosiade Mas Andre Mas Andre harusnya bilang ke Pak Prabowo nafsunya ditahan. Mau sampe berapa kali pilpres?,positive,positive
@sociotalker Kampanye terakhir di kota yg sama bakal jd psywar habis2an antara 01 dan 02 Karena jumlah calon pemilihnya yg besar sorot media jg jelas lbh fokus ke Jakarta ketimbang Solo yg jd lokasi kampanye terakhir Ganjar Rencana long march 01 bakal dapatkan atensi tersendiri Keren,positive,positive
Anis semakin terlihat tidak pantas memimpin rakyat lebih waspada. #KingOfRetorika PemantikKonflik Demokrasi,positive,positive
@KompasTV Kalo memang bgtu kenapa ga pak prabowo sendiri pak miko yg ngomong??,positive,positive
setelah nonton full debat capres aku jadi makin yakin buat milih anis ,positive,positive
Pertanyaan saya: 1. Apa kelebihan Anies daripada Prabowo dan Ganjar? 2. Apa kelebihan Prabowo daripada Ganjar dan Anies? 3. Apa kelebihan Ganjar daripada Anies dan Prabowo? Amat dipersilakan untuk Anda memberi pandangan di kolom komentar.,positive,positive
Bukan Generasi Belimbing Sayur Dari @Masinton @jokowi @prabowo @gibran_tweet @ganjarpranowo @mohmahfudmd @aniesbaswedan @cakimiNOW https://t.co/aTJS9BTTVg,negative,negative
gilakkk gua suka sih sama ngomongnya anis di debat pertama ini,positive,positive
Umm.. udah dari lama sih https://t.co/1dFmpnOP8d,negative,negative
@UmarSyadatHsb__ Itu gibran dibelakang malu keknya,neutral,neutral
Prabowo Sindir Caleg Nyamar Jadi Nelayan: Saya Usulkan Terima Oscar https://t.co/VNTAYajBgh,negative,negative
02 saat imin menjabat tp ga ada prestasi yg ditampilkan apakah 5th ini cuma numpang hidup dr duit rakyat anggaran ratusan triliun cuma bonus? hah,neutral,neutral
Seenggaknya Ganjar-Anies masih 11-12 dripda dibandingin sma Wowo. Tinggal kita tunggu debat Cawapres. GK sabar pengen liat Belimbing Sayur. Hahah tag Triple J Oposisi Indonesia Forever Simp JAKI sehun Ordal Ahok Emosian Ganjar Mahfud Ginting Ammar Zoni Betah Cadaver Wowo Prabowo https://t.co/MkE5iXeEmZ,positive,positive
Anies Harap Pendukungnya Tak Dipersulit untuk Ikut Kampanye Akbar di JIS https://t.co/bFNtgNS6pd,positive,positive
Pak Prabowo Mas Gibran semua pendukung 02 di GBK Ada Pak SBY Pak Zulhas dll Koalisi Indonesia Maju Birukan Indonesia Birukan GBK Siap Jemput Kemenangan Prabowo Gibran ️ https://t.co/N7NbBR61Zf,positive,positive
Alhamdulillah #JumatBerkah masyarakat mulai paham yang paling pantas memimpin Indonesia hanya #PrabowoGibran #GueMauSatuPutaran https://t.co/mlyS0HMveZ,positive,positive
@ganjarpranowo Kerenn pak Ganjar punya karya ilmiah Bukan OMON2 saja,positive,positive
Nasehat poro sepuh yang paling sering disampaikan abah : Seng wes ono syukurono seng durung teko entenono seng wes lungo lalekno seng wes ilang ikhlasno - Ning Khima Anis - https://t.co/s9Deox7LcM,positive,positive
Ganjar Mahfud sabar Prabowo Gibran emosional. #DebatCapres Ganjar Paling Tegas Video pertama momen bgmn santainya Ganjar saat diserang Prabowo yg luar biasanya Ganjar mampu balik bikin prabowo ga berkutik. Lalu bandingkan saat Prabowo diserang Ganjar maupun Anies. Video https://t.co/WSp44auGa7,positive,positive
@DedynurPalakka @gibran_tweet @basuki_btp Kok ga ada MALU ya @dedy https://t.co/im6sdHMmgU,neutral,neutral
Pasangan yg bermasalah sejak awal. Capresnya bermasalah dgn pelanggaran HAM cawapresnya bermasalah dgn akhlak etika. DKPP putuskan ketua KPU langgar kode etik terima Gibran jadi cawapres. #AsalBukanPrabowo https://t.co/s7KK0dfRTt,negative,negative
Horas! Majuah-juah! Ahoi! Luar biasa semangat masyarakat Sumatera Utara yang hadir di Stadion Baharoeddin Siregar untuk mendukung Prabowo-Gibran menjadi Presiden dan Wakil Presiden Indonesia! Prabowo-Gibran punya komitmen untuk meneruskan program-program yang sudah dijalankan https://t.co/VfSzkMPy1Q,positive,positive
jadii mengarah ke anis nih ,positive,positive
Mahfud MD Pompa Semangat PPP Jabar: Ikuti Semangat Thariq bin Ziyad https://t.co/4eKsI2TErZ #GanjarMahfud2024 #PPPMenang,positive,positive
Karakter itu ngak bisa di rubah kecuali mendekati pemilu setelah itu ya balik lagi ke setelan pabrik. Setuju Dan memang demikian adanya Emosional temperamental Dan cuma mikirin bisnis pribadi. Apa kabar Yusril Zulkifli Anis Mata dkk https://t.co/XRRtk5lRXy,negative,negative
Saksi AMIN adalah ujung tombak terwujudnya Pemilu yang jujur dan adil. Saya dan mas Anies mohon seluruh Saksi AMIN untuk benar-benar mengawal setiap detik pelaksanaan Pemilu. Jika ada kecurangan dan masalah lainnya di TPS segera diselesaikan saat itu juga jangan didiamkan! https://t.co/QKM0ugN7br,positive,positive
kesempatan untuk bertanya langsung kepada Ganjar Pranowo tentang program-programnya untuk generasi muda. Ganjar Pranowo dengan ramah menjawab pertanyaan Echa dan memberikan inspirasi bagi para Milenial dan Gen Z di Bekasi. Terima,positive,positive
Ada satu akun resmi partai yg berlambang mirip logo mobil bilang leadership Prabowo di atas rata2 lawannya Prabowo layak memimpin negeri. Hampir semua komennya bernada sumbang meme yg menyakitkan hujatan candaan negatif. Sepi Like #NdasEtik,negative,negative
HAHAH mimpi poh tu yang funny tu,positive,positive
GBK JAKARTA PETJAH...! Prabowo Subianto Gibran Rakabuming Menang Sekali Putaran 🇮🇩 #kampanyeakbar #Projo #Jokowi #Gibran #Prabowo #PrabowoGibran https://t.co/FATlkTEtKf,positive,positive
Bawaslu akan mengkaji dugaan pelanggaran pemberian dana Rp 15 miliar dari Capres Nomor Urut 2 Prabowo Subianto ke Koperasi MDS (Mekar Digital Sejahtera) Coop. #NewsUpdate #Update #News #Text https://t.co/ktf6tCVeYJ,positive,positive
Visi dan Misi Capres: Anies Tegakkan Hukum yang Adil Prabowo Wakafkan Nyawa Perjuangkan HAM Ganjar Pemerataan Pembangunan https://t.co/a04et7tB5F,positive,positive
@drReUtari08 Kenapa pak prabowo memilih gibran produk MK yg kontroversi? Itulah masalahnya..... Sejak membela Pak Jokowi sifat asli nya keluar. Untung dulu gak jadi presiden. Ataukah kena cuci otak sehingga karakter dan akal sehatnya bergeser?,positive,positive
Ganjar: Saya tidak DIAJARI utk mencla-mencle. Terus ada yg marah. Kok lucu. Bukannya mmg Jendral2 TNI itu seharusnya mjd TELADAN bg kita dlm bersikap TEGAS dan KONSISTEN sbg seorg PATRIOT sejati ya? https://t.co/fexGntwIFM,positive,positive
Lagi dicariin Foto Wisuda Anies Baswedan Bareng Orang Tua Viral dr Tifa: 'Mana Bran foto wisudamu sama orangtuamu?' https://t.co/t3hgtmguID,positive,positive
Gw menduga ya cuma menduga Prabowo sdh menyiapkan permintaan maaf itu sebagai strategi pamungkas di penutup debat terakhir ini utk dapatkan simpati rakyat. Berharap dirinya akan diserang secara intense oleh Mas Anies. Makanya dia mancing-mancing terus dgn komentar-komentarnya,positive,positive
siapa kangen?? https://t.co/Fv663xFNxJ,positive,positive
BREAKING: Tiba di Balikpapan Ganjar dihadang oleh pendukung 02 dengan spanduk. Bukannya marah atau melarang malah ngajak makan bareng. Adem banget ya kalo punya pemimpin yang menghargai perbedaan dan bisa satu meja bareng https://t.co/OSe0IB90w7,positive,positive
Hari Ini Anies Keliling Sumsel dan Cak Imin Temui Buruh di Bekasi https://t.co/kcKGdIyTwr,negative,negative
@Omnya_Gibran @jokowi @gibran_tweet Test urine,neutral,neutral
Abis rewatch debat Capres Anies lebih proper public speaking-nya. Ganjar bahasanya terlalu segmented Prabowo terlalu normatif. Lawan debat sepadan Anies itu bukan Ganjar apalagi Prabowo tapi Ahok yg lebih detail-oriented. Prabowo era debatnya itu lawan Megawati/SBY.,positive,positive
 Bapak Prabowo dari dulu sampai sekarang tidak pernah berubah untuk memajukan Indonesia #CapCut #allinprabowo #allinprabowopresiden #prabowogibran #gibranbersamaprabowo #gibran #gibranprabowo #TegakLurusBersamaJokowi #AllinPrabowoGibran https://t.co/6knMLAZHwt,positive,positive
Dia bilang: Pak anis kalau demokrasi tidak berjalan anda tidak akan jadi gubernur. Saya yang mengusungkan anda !! Saya pikir: Kalau demokrasi berjalan baik anda mungkin sudah banyak sekali kasusnya apalagi di masa lalu,positive,positive
@ommi_siregar @prabowo Yaelah bawa2 Quran pula ito ini ..,positive,positive
The Power of Love️ Itu BESAR sekali &amp; ga ada tandingannya. Dan mas Ganjar sangat beruntung punya hal itu dengan SEMPURNA. Setelah tampil dengan baik di panggung debat... Di bawah panggung sudah menunggu ibu Atiqoh dengan pelukan &amp; Alam dengan salimnya memberikan kesempurnaan https://t.co/7tkYCETBbv,positive,positive
Kok pendukungnya? Lah Pak Prabowo nya langsung ini yang marah2 woy Abang ini siapa sih sebetulnya dari kemarin opininya WoW,positive,positive
Kemaren malam habis pertemuan dengan para pengusaha2. Biasalah saya sekalian presentasi tentang film2 yang akan saya produksi supaya mereka bisa ikut invest disana.. Sesudah selesai ngobrol kerjaan pertemuan diakhiri dengan ghibah politik sejenak. Iseng saya nanya Kalian,positive,positive
Semua inklusii merasakan sentuhan positif Ganjar Pranowo-Prof Mahfud Luar biasa. Ganjar Pranowo terbukti lebih baik @panciww #GanjarMahfud2024 #GanjarPresidenRakyat #Coblos3 https://t.co/Zz6SOcGz7G,positive,positive
kalimat ini valid CUMA ngomong gini ke minoritas lo yg jahat dan tone deaf sih jadinya. it's not about anies but party BESIDES HIM who will hold a massive power too when he ruled ,negative,negative
Semakin yakin Prabowo-Gibran 1 putaran️ #TegakLurusBersamaJokowi #AllinPrabowoGibran #DebatCapresCawapres2024 https://t.co/jnwy9n4MRT,positive,positive
Ketua Pinguin Said : No Utang No Usang! Oleh : Nikmatul Sugiyarto Saya banyak menjumpai gambar pinguin marak di medsos ternyata identikk dengan seorang @ganjarpranowo . Katanya sih karena satu sebab yang mungkin bikin telinga kita geli mendengar alasannya. Ya https://t.co/NInskVkSTY,negative,negative
Pak Prabowo meminta tanggapan anis tentang pembangunan rumah ibadah yang dipersulit #MemastikanRasaNyaman VisiPakbowo KeadilanYgPasti https://t.co/n1QXCMy5VH,positive,positive
KIAT SUKSES GENERASI MUDA DI MASA DEPAN VERSI MAS GIBRAN PASLON CAWAPRES PERIODE 2024 - 5 TAHUN KE DEPAN . BAGAIMANA MENURUT ANDA ??? @mozamozza770 @YusSMuh72 https://t.co/iYdKosY1ga,positive,positive
Iya sekali banyak yg dukung PAKBowoGBRan PilihanPASTI sebab yakin menjadi capres yg mampu meningkatkan rakyat sejahtera. @prabowo @prabowogibran02 #10FebKITABiruinGBK YukSIAPIN KAOSGemoynya https://t.co/8eNVKfIKSB,positive,positive
Prediksi Dinasti Jokowi: Gibran Akan Dijadikan Presiden Sebelum Pilpres 2029 https://t.co/9aHdLMWc3P,positive,positive
01 di twitter ini banyak yang aneh ya katanya pada santai kalo Anies-Imin dikritik. Tp ternyata yang boleh kritik cuma pendukungnya aja buat lucu-lucuan Kalo bukan pendukungnya langsung dibully. Padahal cuma disuruh lowering expectations ke politicians. ga ada bedanya sama 02,neutral,neutral
Makan nasi Pake tumis tumis kangkung tambah udang. siapapun pendukung pk Anis kudo'akan rizqinya segunung gk kurang kurang... 🇮🇩 #AMINAjaDulu #AminNomorSatu🇮🇩 https://t.co/hAoVxTpa6f,positive,positive
Selalu abah Memberi bansos untuk kepentingan yang diberikan bukan untuk kepentingan yang memberikan ABAH ANIES ROCKS DEBAT CAPRES #AForEvery1 #AniesFinalStage https://t.co/0jjJDCOP7w,positive,positive
@oyasumi_kuci Sumpah komuknya Gibran yang ke up di sosmed kenapa gaada yg bener sih,positive,positive
Alhamdulillah abah Anies sudah tiba di Cianjur https://t.co/F24r36w9Lj,positive,positive
Desak Anies kampanye ke seluruh Indonesia adalah menghormati rakyat mengangkat harkat dan martabat rakyat untuk mendengar Keluh Kesah Rakyat tanpa Batas . Desak Anies adalah Refleksi sebagai survey Factual Lapangan @aniesbaswedan Menang satu Putaran AMIN,positive,positive
Petjahhh!!! Masyarakat Banyuwangi semarakan Hajatan Rakyat Ganjar-Mahfud Mereka bergembira ria bersama Ini menjadi bukti jika antusias rakyat untuk Ganjar-Mahfud semakin tumpah ruah jelang masa pencoblosan. Kita tetap Solid #YakinPilihGanjar #ganjarpranowo #ganjarmahfud2024 https://t.co/Ta9iPbGN8y,positive,positive
Ganjar Minta Rakyat Tak Takut Ditindas: Ulama dan Kampus Sudah Bicara https://t.co/lJnmTKSc7r,positive,positive
Ganjar never beats the mas-mas mapala gitaran nyanyi-nyanyi belum mandi 2 hari di sekre sambil ngajakin orang-orang lewat buat nongkrong ngopi sek allegation,positive,positive
Memalukan !! Penyusup 02 datang ke acara Ganjar Banyuwangi di sentil Cak Lontong https://t.co/mClNe1cDb2,negative,negative
Retorika berapi-api Anis Baswedan lebih cocok di panggung daripada di kantor. #KingOfRetorika PemantikKonflik Demokrasi https://t.co/bFljzJ3u38,positive,positive
Olahraga pagi bersama istri di Karawang Ganjar Pranowo terima curhatan soal sulitnya cari kerja dan harus bayar sogokan Jumat (15/12/2023) Cerita itu mengalir dengan harapan Ganjar yang mereka percayai sebagai calon pemimpin negeri ini mampu memperjuangkan nasib mereka yang https://t.co/qxrj80KDKC,positive,positive
dimana mana poling anies yang menang,positive,positive
Ini bener sih. Tahun 2019 pas jokowi maju buat 2 periode calonnya digadang2 punya inisial nama M. antara Mahfud MD cak imin juga (Muhaimin Iskandar). Eh ternyata Ma ruf Amin.,positive,positive
Anies pinter bangeeet cara merangkai kata nya juga bagusss makin yakin pilih Anis jadi Sales manager,positive,positive
Pilih Anis atau Prabowo atau Ganjar itu pilihanmu soalnya yang kalah tetep manchester. https://t.co/jYXqGI1l1U,negative,negative
paslon no 2 terdapat pelanggaran dimana gibran mnyorakan #debatcapres,negative,negative
Ohhh gua paham knpa kampanye akbar anies di JIS ada war tiketnya. Itu mereka kek soft selling anjir pasti ntar org2 yg dapet tiketnya bkln sebar ke medsos klo dpt tiketnya. Pdhl mah gk war tiket jga bs masuk tpi beda jam gate in aja,negative,negative
@ganjarpranowo's best campaign moment. Disambut pendukung Pak Prabowo bukannya disikat malah diajak makan siang. Beda sama kejadian tempo hari. Top! https://t.co/dBUx5AMwSj,positive,positive
demi allah pemilu cpt keluar bisaga gue gatahan liat video gibran ngangong seliweran mulu. GUE GAKUATT dengen kebodohan dunia ini cringe nya dpt lg,negative,negative
@zy_zy_its_me Kenapa harus seperti itu? Justru karna prestasi pak Anies di jakarta yg membawa elektabilitas Gerindra tinggi di pemilu 2019. Jadilah pemimpin yg negarawan jangan kekanak2an sok nagih balas budi,positive,positive
Nih dol Megawati itu politikus kawakan yang ingin demokrasi berjalan baik dan tidak mau cawapres Mahfud kampanye selagi masih menjabat. Beda dng lurah cla cle yg malah mendukung demokrasi Indonesia hancur lebur. Pinter dikit tongji 02 !!,positive,positive
Ni adalah 5 contoh yang korang boleh gunakan. Kalau korang nak cari kerja kosong boleh cari dalam telegram ni. Dekat sini boleh iklankan kerja kosong jugak tau! https://t.co/r3RwMDtPs4 https://t.co/oRbPGaPuEX,negative,negative
yang pak Anies mirip bgt,positive,positive
Forum Militer Bongkar Kejanggalan Hoaks Surat Diplomatik Tuduhan Prabowo Korupsi https://t.co/RIE1QRYPZm,negative,negative
Pemilu seminggu lagi !!! Pilih dan coblos ANIES BASWEDAN DAN MUHAIMIN ISKANDAR NO.1 Pilih dan coblos Partai dan Caleg Pendukung AMIN. - SIDDIQ -AMANAH - TABLIGH - FATHONAH INSYA ALLAH INDONESIA MENJADI BALDATUN THOIYYIBATUN WA ROBBUN GHOFUR.,positive,positive
Br nonton debat bcz maren jamal. Btw Anis jago bggt bersilat lidah,positive,positive
selamat pagi cuma mengingatkan buat calon voter 02 harusnya sadar bahwa yang dipilih secara tidak langsung adalah Gibran bukan Prabowo dan bila ini hasil pilpres tahu sendiri kan siapa yg sesungguhnya bakal memimpin negeri ini? ya ... dia lagi,positive,positive
Gokil juga analisis geopolitiknya Anis Matta,positive,positive
Bisa jadi karena apa yang disampaikan Anies itu relate dengan apa yang mereka alami. Soal ketidakadilan soal etika yang dilanggar orang dalam soal KDRT hukum yang tumpul ke atas dan tajam ke bawah dll,negative,negative
Halalbihalal Ketum Parpol dengan Jokowi Prabowo: Kita Harus Rukun demi Indonesia - Okezone News https://t.co/9URijOg7M1 #Prabowo #Jokowi #PrabowoAja,neutral,neutral
Beginilah kalau capres ga punya kinerja dan prestasi.. Yang disampaikan kinerja dan pengalaman orang lain.. Prabowo ga pantas memimpin Indonesia!! https://t.co/eRH10toJyV,positive,positive
@Meyer_Habib @ECiotti Allah Yahrmou,positive,positive
Insyaallah Haqul Yakin Ganjar Mahfud Menang 🇲🇨🇲🇨🇲🇨,positive,positive
